match_id,season,date,team1,team2,venue,winner,toss_winner,toss_decision,home_team,home_wins,toss_win_game_win,toss_winner_home
524915,2011,2011-12-16,Sydney Sixers,Brisbane Heat,"Sydney Cricket Ground, Sydney",Sydney Sixers,Brisbane Heat,bat,Sydney Sixers,Win,No,away
524916,2011,2011-12-17,Melbourne Stars,Sydney Thunder,Melbourne Cricket Ground,Sydney Thunder,Sydney Thunder,field,Melbourne Stars,Lose,Yes,away
524917,2011,2011-12-18,Adelaide Strikers,Melbourne Renegades,Adelaide Oval,Adelaide Strikers,Melbourne Renegades,field,Adelaide Strikers,Win,No,away
524918,2011,2011-12-18,Perth Scorchers,Hobart Hurricanes,Western Australia Cricket Association Ground,Hobart Hurricanes,Hobart Hurricanes,bat,Perth Scorchers,Lose,Yes,away
524919,2011,2011-12-20,Brisbane Heat,Melbourne Stars,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Melbourne Stars,Melbourne Stars,bat,Brisbane Heat,Lose,Yes,away
524920,2011,2011-12-21,Hobart Hurricanes,Sydney Sixers,"Bellerive Oval, Hobart",Hobart Hurricanes,Hobart Hurricanes,bat,Hobart Hurricanes,Win,Yes,home
524921,2011,2011-12-22,Melbourne Renegades,Perth Scorchers,"Docklands Stadium, Melbourne",Perth Scorchers,Melbourne Renegades,bat,Melbourne Renegades,Lose,No,home
524922,2011,2011-12-23,Sydney Thunder,Adelaide Strikers,Stadium Australia,Sydney Thunder,Adelaide Strikers,bat,Sydney Thunder,Win,No,away
524923,2011,2011-12-27,Sydney Sixers,Melbourne Stars,"Sydney Cricket Ground, Sydney",Sydney Sixers,Sydney Sixers,bat,Sydney Sixers,Win,Yes,home
524924,2011,2011-12-28,Adelaide Strikers,Hobart Hurricanes,Adelaide Oval,Hobart Hurricanes,Hobart Hurricanes,bat,Adelaide Strikers,Lose,Yes,away
524925,2011,2011-12-29,Perth Scorchers,Brisbane Heat,Western Australia Cricket Association Ground,Perth Scorchers,Perth Scorchers,bat,Perth Scorchers,Win,Yes,home
524926,2011,2011-12-30,Sydney Thunder,Melbourne Renegades,Stadium Australia,Melbourne Renegades,Melbourne Renegades,bat,Sydney Thunder,Lose,Yes,away
524927,2011,2012-01-01,Hobart Hurricanes,Sydney Thunder,"Bellerive Oval, Hobart",Hobart Hurricanes,Sydney Thunder,bat,Hobart Hurricanes,Win,No,away
524928,2011,2012-01-02,Melbourne Renegades,Sydney Sixers,"Docklands Stadium, Melbourne",Melbourne Renegades,Sydney Sixers,bat,Melbourne Renegades,Win,No,away
524930,2011,2012-01-04,Melbourne Stars,Perth Scorchers,Melbourne Cricket Ground,Perth Scorchers,Perth Scorchers,bat,Melbourne Stars,Lose,Yes,away
524933,2011,2012-01-08,Sydney Thunder,Sydney Sixers,Stadium Australia,Sydney Sixers,Sydney Sixers,bat,Sydney Sixers,Win,Yes,home
524934,2011,2012-01-08,Perth Scorchers,Adelaide Strikers,Western Australia Cricket Association Ground,Perth Scorchers,Perth Scorchers,bat,Perth Scorchers,Win,Yes,home
524935,2011,2012-01-09,Hobart Hurricanes,Melbourne Stars,"Bellerive Oval, Hobart",Melbourne Stars,Melbourne Stars,bat,Hobart Hurricanes,Lose,Yes,away
524936,2011,2012-01-10,Adelaide Strikers,Sydney Sixers,Adelaide Oval,Sydney Sixers,Sydney Sixers,bat,Adelaide Strikers,Lose,Yes,away
524938,2011,2012-01-12,Melbourne Renegades,Brisbane Heat,"Docklands Stadium, Melbourne",Brisbane Heat,Brisbane Heat,bat,Melbourne Renegades,Lose,Yes,away
524939,2011,2012-01-17,Brisbane Heat,Sydney Thunder,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane Heat,Sydney Thunder,field,Brisbane Heat,Win,No,away
524940,2011,2012-01-18,Hobart Hurricanes,Melbourne Renegades,"Bellerive Oval, Hobart",Hobart Hurricanes,Melbourne Renegades,bat,Hobart Hurricanes,Win,No,away
524941,2011,2012-01-18,Sydney Sixers,Perth Scorchers,"Sydney Cricket Ground, Sydney",Sydney Sixers,Sydney Sixers,bat,Sydney Sixers,Win,Yes,home
524942,2011,2012-01-19,Melbourne Stars,Adelaide Strikers,Melbourne Cricket Ground,Melbourne Stars,Adelaide Strikers,bat,Melbourne Stars,Win,No,away
524943,2011,2012-01-21,Perth Scorchers,Melbourne Stars,Western Australia Cricket Association Ground,Perth Scorchers,Perth Scorchers,bat,Perth Scorchers,Win,Yes,home
524944,2011,2012-01-22,Hobart Hurricanes,Sydney Sixers,"Bellerive Oval, Hobart",Sydney Sixers,Sydney Sixers,bat,Hobart Hurricanes,Lose,Yes,away
524945,2011,2012-01-28,Perth Scorchers,Sydney Sixers,Western Australia Cricket Association Ground,Sydney Sixers,Perth Scorchers,bat,Perth Scorchers,Lose,No,home
571232,2012,2012-12-07,Melbourne Renegades,Melbourne Stars,"Docklands Stadium, Melbourne",Melbourne Renegades,Melbourne Stars,bat,Melbourne Renegades,Win,No,away
571233,2012,2012-12-08,Sydney Sixers,Sydney Thunder,"Sydney Cricket Ground, Sydney",Sydney Sixers,Sydney Sixers,field,Sydney Sixers,Win,Yes,home
571234,2012,2012-12-09,Brisbane Heat,Hobart Hurricanes,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Hobart Hurricanes,Brisbane Heat,bat,Brisbane Heat,Lose,No,home
571235,2012,2012-12-09,Perth Scorchers,Adelaide Strikers,Western Australia Cricket Association Ground,Adelaide Strikers,Perth Scorchers,bat,Perth Scorchers,Lose,No,home
571236,2012,2012-12-12,Perth Scorchers,Melbourne Stars,Western Australia Cricket Association Ground,Melbourne Stars,Melbourne Stars,field,Perth Scorchers,Lose,Yes,away
571237,2012,2012-12-13,Adelaide Strikers,Brisbane Heat,Adelaide Oval,Brisbane Heat,Brisbane Heat,field,Adelaide Strikers,Lose,Yes,away
571238,2012,2012-12-14,Sydney Thunder,Melbourne Renegades,Stadium Australia,Melbourne Renegades,Melbourne Renegades,field,Sydney Thunder,Lose,Yes,away
571239,2012,2012-12-15,Melbourne Stars,Hobart Hurricanes,Melbourne Cricket Ground,Melbourne Stars,Melbourne Stars,field,Melbourne Stars,Win,Yes,home
571240,2012,2012-12-16,Sydney Sixers,Perth Scorchers,"Sydney Cricket Ground, Sydney",Perth Scorchers,Perth Scorchers,field,Sydney Sixers,Lose,Yes,away
571241,2012,2012-12-18,Brisbane Heat,Perth Scorchers,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Perth Scorchers,Perth Scorchers,field,Brisbane Heat,Lose,Yes,away
571242,2012,2012-12-19,Melbourne Renegades,Hobart Hurricanes,"Docklands Stadium, Melbourne",Melbourne Renegades,Melbourne Renegades,field,Melbourne Renegades,Win,Yes,home
571243,2012,2012-12-20,Sydney Thunder,Adelaide Strikers,Stadium Australia,Adelaide Strikers,Sydney Thunder,field,Sydney Thunder,Lose,No,home
571245,2012,2012-12-22,Melbourne Renegades,Brisbane Heat,"Docklands Stadium, Melbourne",Melbourne Renegades,Brisbane Heat,bat,Melbourne Renegades,Win,No,away
571247,2012,2012-12-23,Adelaide Strikers,Sydney Sixers,Adelaide Oval,Adelaide Strikers,Sydney Sixers,bat,Adelaide Strikers,Win,No,away
571248,2012,2012-12-26,Sydney Sixers,Hobart Hurricanes,"Sydney Cricket Ground, Sydney",Hobart Hurricanes,Hobart Hurricanes,field,Sydney Sixers,Lose,Yes,away
571249,2012,2012-12-27,Adelaide Strikers,Melbourne Stars,Adelaide Oval,Melbourne Stars,Melbourne Stars,bat,Adelaide Strikers,Lose,Yes,away
571250,2012,2012-12-28,Sydney Thunder,Brisbane Heat,Stadium Australia,Brisbane Heat,Sydney Thunder,bat,Sydney Thunder,Lose,No,home
571251,2012,2012-12-29,Perth Scorchers,Melbourne Renegades,Western Australia Cricket Association Ground,Perth Scorchers,Melbourne Renegades,field,Perth Scorchers,Win,No,away
571252,2012,2012-12-30,Sydney Thunder,Sydney Sixers,Stadium Australia,Sydney Sixers,Sydney Thunder,bat,Sydney Sixers,Win,No,away
571254,2012,2013-01-02,Melbourne Renegades,Adelaide Strikers,"Docklands Stadium, Melbourne",Melbourne Renegades,Adelaide Strikers,field,Melbourne Renegades,Win,No,away
571256,2012,2013-01-04,Perth Scorchers,Sydney Thunder,Western Australia Cricket Association Ground,Perth Scorchers,Sydney Thunder,bat,Perth Scorchers,Win,No,away
571258,2012,2013-01-06,Melbourne Stars,Melbourne Renegades,Melbourne Cricket Ground,Melbourne Renegades,Melbourne Stars,bat,Melbourne Stars,Lose,No,home
571259,2012,2013-01-07,Brisbane Heat,Sydney Sixers,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Sydney Sixers,Brisbane Heat,bat,Brisbane Heat,Lose,No,home
571260,2012,2013-01-08,Melbourne Stars,Sydney Thunder,Melbourne Cricket Ground,Melbourne Stars,Melbourne Stars,bat,Melbourne Stars,Win,Yes,home
571262,2012,2013-01-10,Adelaide Strikers,Perth Scorchers,Adelaide Oval,Perth Scorchers,Perth Scorchers,bat,Adelaide Strikers,Lose,Yes,away
571264,2012,2013-01-15,Melbourne Renegades,Brisbane Heat,"Docklands Stadium, Melbourne",Brisbane Heat,Brisbane Heat,bat,Melbourne Renegades,Lose,Yes,away
571265,2012,2013-01-16,Perth Scorchers,Melbourne Stars,Western Australia Cricket Association Ground,Perth Scorchers,Perth Scorchers,field,Perth Scorchers,Win,Yes,home
571266,2012,2013-01-19,Perth Scorchers,Brisbane Heat,Western Australia Cricket Association Ground,Brisbane Heat,Brisbane Heat,bat,Perth Scorchers,Lose,Yes,away
654031,2013,2013-12-20,Melbourne Stars,Melbourne Renegades,Melbourne Cricket Ground,Melbourne Stars,Melbourne Renegades,field,Melbourne Stars,Win,No,away
654033,2013,2013-12-21,Sydney Sixers,Sydney Thunder,"Sydney Cricket Ground, Sydney",Sydney Sixers,Sydney Sixers,field,Sydney Sixers,Win,Yes,home
654037,2013,2013-12-22,Brisbane Heat,Perth Scorchers,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane Heat,Perth Scorchers,bat,Brisbane Heat,Win,No,away
654039,2013,2013-12-26,Perth Scorchers,Melbourne Renegades,Western Australia Cricket Association Ground,Perth Scorchers,Perth Scorchers,bat,Perth Scorchers,Win,Yes,home
654041,2013,2013-12-27,Sydney Thunder,Adelaide Strikers,Stadium Australia,Adelaide Strikers,Sydney Thunder,field,Sydney Thunder,Lose,No,home
654043,2013,2013-12-28,Brisbane Heat,Hobart Hurricanes,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Hobart Hurricanes,Brisbane Heat,bat,Brisbane Heat,Lose,No,home
654045,2013,2013-12-29,Sydney Sixers,Melbourne Stars,"Sydney Cricket Ground, Sydney",Melbourne Stars,Sydney Sixers,field,Sydney Sixers,Lose,No,home
654047,2013,2013-12-30,Melbourne Renegades,Brisbane Heat,"Docklands Stadium, Melbourne",Melbourne Renegades,Melbourne Renegades,bat,Melbourne Renegades,Win,Yes,home
654051,2013,2014-01-01,Hobart Hurricanes,Melbourne Renegades,"Bellerive Oval, Hobart",Melbourne Renegades,Melbourne Renegades,bat,Hobart Hurricanes,Lose,Yes,away
654053,2013,2014-01-01,Sydney Thunder,Melbourne Stars,Stadium Australia,Melbourne Stars,Sydney Thunder,bat,Sydney Thunder,Lose,No,home
654055,2013,2014-01-02,Brisbane Heat,Sydney Sixers,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Sydney Sixers,Brisbane Heat,field,Brisbane Heat,Lose,No,home
654057,2013,2014-01-03,Perth Scorchers,Sydney Thunder,Western Australia Cricket Association Ground,Perth Scorchers,Sydney Thunder,bat,Perth Scorchers,Win,No,away
654059,2013,2014-01-04,Melbourne Renegades,Melbourne Stars,"Docklands Stadium, Melbourne",Melbourne Stars,Melbourne Renegades,bat,Melbourne Renegades,Lose,No,home
654061,2013,2014-01-05,Adelaide Strikers,Sydney Sixers,Adelaide Oval,Sydney Sixers,Adelaide Strikers,bat,Adelaide Strikers,Lose,No,home
654063,2013,2014-01-07,Perth Scorchers,Hobart Hurricanes,Western Australia Cricket Association Ground,Perth Scorchers,Perth Scorchers,bat,Perth Scorchers,Win,Yes,home
654065,2013,2014-01-08,Sydney Thunder,Brisbane Heat,Stadium Australia,Brisbane Heat,Brisbane Heat,bat,Sydney Thunder,Lose,Yes,away
654067,2013,2014-01-09,Melbourne Stars,Adelaide Strikers,Melbourne Cricket Ground,Melbourne Stars,Adelaide Strikers,bat,Melbourne Stars,Win,No,away
654071,2013,2014-01-11,Hobart Hurricanes,Sydney Thunder,"Bellerive Oval, Hobart",Hobart Hurricanes,Hobart Hurricanes,bat,Hobart Hurricanes,Win,Yes,home
654073,2013,2014-01-11,Brisbane Heat,Melbourne Stars,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Melbourne Stars,Brisbane Heat,bat,Brisbane Heat,Lose,No,home
654075,2013,2014-01-14,Melbourne Renegades,Sydney Thunder,"Docklands Stadium, Melbourne",Sydney Thunder,Melbourne Renegades,bat,Melbourne Renegades,Lose,No,home
654077,2013,2014-01-15,Sydney Sixers,Hobart Hurricanes,"Sydney Cricket Ground, Sydney",Sydney Sixers,Sydney Sixers,bat,Sydney Sixers,Win,Yes,home
654079,2013,2014-01-16,Perth Scorchers,Adelaide Strikers,Western Australia Cricket Association Ground,Perth Scorchers,Perth Scorchers,bat,Perth Scorchers,Win,Yes,home
654081,2013,2014-01-18,Adelaide Strikers,Brisbane Heat,Adelaide Oval,Brisbane Heat,Brisbane Heat,bat,Adelaide Strikers,Lose,Yes,away
654083,2013,2014-01-18,Melbourne Renegades,Sydney Sixers,"Docklands Stadium, Melbourne",Sydney Sixers,Melbourne Renegades,field,Melbourne Renegades,Lose,No,home
654085,2013,2014-01-21,Melbourne Stars,Hobart Hurricanes,Melbourne Cricket Ground,Melbourne Stars,Melbourne Stars,field,Melbourne Stars,Win,Yes,home
654087,2013,2014-01-22,Adelaide Strikers,Melbourne Renegades,Adelaide Oval,Melbourne Renegades,Melbourne Renegades,bat,Adelaide Strikers,Lose,Yes,away
654089,2013,2014-01-23,Hobart Hurricanes,Brisbane Heat,"Bellerive Oval, Hobart",Hobart Hurricanes,Hobart Hurricanes,bat,Hobart Hurricanes,Win,Yes,home
654091,2013,2014-01-25,Sydney Thunder,Sydney Sixers,Stadium Australia,Sydney Sixers,Sydney Sixers,field,Sydney Sixers,Win,Yes,home
654093,2013,2014-01-27,Melbourne Stars,Perth Scorchers,Melbourne Cricket Ground,Melbourne Stars,Melbourne Stars,bat,Melbourne Stars,Win,Yes,home
654095,2013,2014-02-04,Melbourne Stars,Hobart Hurricanes,Melbourne Cricket Ground,Hobart Hurricanes,Melbourne Stars,bat,Melbourne Stars,Lose,No,home
654097,2013,2014-02-05,Sydney Sixers,Perth Scorchers,"Sydney Cricket Ground, Sydney",Perth Scorchers,Sydney Sixers,field,Sydney Sixers,Lose,No,home
654099,2013,2014-02-07,Perth Scorchers,Hobart Hurricanes,Western Australia Cricket Association Ground,Perth Scorchers,Perth Scorchers,bat,Perth Scorchers,Win,Yes,home
756735,2014,2014-12-18,Adelaide Strikers,Melbourne Stars,Adelaide Oval,Adelaide Strikers,Melbourne Stars,bat,Adelaide Strikers,Win,No,away
756737,2014,2014-12-19,Sydney Sixers,Melbourne Renegades,"Sydney Cricket Ground, Sydney",Sydney Sixers,Sydney Sixers,field,Sydney Sixers,Win,Yes,home
756739,2014,2014-12-20,Melbourne Stars,Hobart Hurricanes,Melbourne Cricket Ground,Hobart Hurricanes,Melbourne Stars,field,Melbourne Stars,Lose,No,home
756741,2014,2014-12-21,Sydney Thunder,Brisbane Heat,Stadium Australia,Sydney Thunder,Brisbane Heat,field,Sydney Thunder,Win,No,away
756743,2014,2014-12-22,Perth Scorchers,Adelaide Strikers,Western Australia Cricket Association Ground,Adelaide Strikers,Perth Scorchers,bat,Perth Scorchers,Lose,No,home
756745,2014,2014-12-23,Hobart Hurricanes,Sydney Sixers,"Bellerive Oval, Hobart",Sydney Sixers,Hobart Hurricanes,bat,Hobart Hurricanes,Lose,No,home
756747,2014,2014-12-26,Perth Scorchers,Melbourne Renegades,Western Australia Cricket Association Ground,Perth Scorchers,Perth Scorchers,bat,Perth Scorchers,Win,Yes,home
756749,2014,2014-12-27,Sydney Thunder,Sydney Sixers,Stadium Australia,Sydney Sixers,Sydney Thunder,field,Sydney Sixers,Win,No,away
756751,2014,2014-12-28,Brisbane Heat,Melbourne Stars,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane Heat,Melbourne Stars,field,Brisbane Heat,Win,No,away
756753,2014,2014-12-29,Sydney Sixers,Perth Scorchers,"Sydney Cricket Ground, Sydney",Perth Scorchers,Perth Scorchers,bat,Sydney Sixers,Lose,Yes,away
756755,2014,2014-12-30,Melbourne Renegades,Sydney Thunder,"Docklands Stadium, Melbourne",Melbourne Renegades,Melbourne Renegades,field,Melbourne Renegades,Win,Yes,home
756757,2014,2014-12-31,Adelaide Strikers,Hobart Hurricanes,Adelaide Oval,Adelaide Strikers,Hobart Hurricanes,bat,Adelaide Strikers,Win,No,away
756759,2014,2015-01-01,Perth Scorchers,Sydney Thunder,Western Australia Cricket Association Ground,Sydney Thunder,Sydney Thunder,bat,Perth Scorchers,Lose,Yes,away
756761,2014,2015-01-02,Hobart Hurricanes,Brisbane Heat,"Bellerive Oval, Hobart",Hobart Hurricanes,Hobart Hurricanes,field,Hobart Hurricanes,Win,Yes,home
756763,2014,2015-01-03,Melbourne Renegades,Melbourne Stars,"Docklands Stadium, Melbourne",Melbourne Stars,Melbourne Renegades,field,Melbourne Renegades,Lose,No,home
756765,2014,2015-01-04,Brisbane Heat,Adelaide Strikers,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Adelaide Strikers,Adelaide Strikers,field,Brisbane Heat,Lose,Yes,away
756769,2014,2015-01-06,Adelaide Strikers,Perth Scorchers,Adelaide Oval,Perth Scorchers,Adelaide Strikers,field,Adelaide Strikers,Lose,No,home
756773,2014,2015-01-08,Perth Scorchers,Brisbane Heat,Western Australia Cricket Association Ground,Perth Scorchers,Brisbane Heat,bat,Perth Scorchers,Win,No,away
756775,2014,2015-01-22,Sydney Sixers,Sydney Thunder,"Sydney Cricket Ground, Sydney",Sydney Sixers,Sydney Sixers,field,Sydney Sixers,Win,Yes,home
756777,2014,2015-01-10,Melbourne Stars,Melbourne Renegades,Melbourne Cricket Ground,Melbourne Stars,Melbourne Renegades,bat,Melbourne Stars,Win,No,away
756779,2014,2015-01-11,Hobart Hurricanes,Perth Scorchers,"Bellerive Oval, Hobart",Perth Scorchers,Perth Scorchers,bat,Hobart Hurricanes,Lose,Yes,away
756781,2014,2015-01-11,Brisbane Heat,Sydney Sixers,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Sydney Sixers,Sydney Sixers,field,Brisbane Heat,Lose,Yes,away
756785,2014,2015-01-13,Melbourne Renegades,Brisbane Heat,"Docklands Stadium, Melbourne",Melbourne Renegades,Melbourne Renegades,field,Melbourne Renegades,Win,Yes,home
756787,2014,2015-01-14,Sydney Sixers,Adelaide Strikers,"Sydney Cricket Ground, Sydney",Adelaide Strikers,Adelaide Strikers,bat,Sydney Sixers,Lose,Yes,away
756789,2014,2015-01-07,Hobart Hurricanes,Melbourne Renegades,"Bellerive Oval, Hobart",Melbourne Renegades,Hobart Hurricanes,field,Hobart Hurricanes,Lose,No,home
756791,2014,2015-01-17,Sydney Thunder,Melbourne Stars,Sydney Showground Stadium,Melbourne Stars,Melbourne Stars,field,Sydney Thunder,Lose,Yes,away
756793,2014,2015-01-19,Melbourne Renegades,Adelaide Strikers,"Docklands Stadium, Melbourne",Adelaide Strikers,Adelaide Strikers,bat,Melbourne Renegades,Lose,Yes,away
756795,2014,2015-01-21,Melbourne Stars,Perth Scorchers,Melbourne Cricket Ground,Melbourne Stars,Perth Scorchers,bat,Melbourne Stars,Win,No,away
756797,2014,2015-01-15,Brisbane Heat,Hobart Hurricanes,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane Heat,Hobart Hurricanes,field,Brisbane Heat,Win,No,away
756799,2014,2015-01-24,Adelaide Strikers,Sydney Sixers,Adelaide Oval,Sydney Sixers,Sydney Sixers,bat,Adelaide Strikers,Lose,Yes,away
756801,2014,2015-01-25,Perth Scorchers,Melbourne Stars,Western Australia Cricket Association Ground,Perth Scorchers,Perth Scorchers,bat,Perth Scorchers,Win,Yes,home
756803,2014,2015-01-28,Perth Scorchers,Sydney Sixers,"Manuka Oval, Canberra",Perth Scorchers,Sydney Sixers,bat,Sydney Sixers,Lose,No,home
897697,2015,2015-12-18,Adelaide Strikers,Melbourne Stars,Adelaide Oval,Adelaide Strikers,Melbourne Stars,field,Adelaide Strikers,Win,No,away
897699,2015,2015-12-19,Brisbane Heat,Melbourne Renegades,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Melbourne Renegades,Brisbane Heat,bat,Brisbane Heat,Lose,No,home
897701,2015,2015-12-20,Sydney Sixers,Hobart Hurricanes,"Sydney Cricket Ground, Sydney",Sydney Sixers,Sydney Sixers,bat,Sydney Sixers,Win,Yes,home
897705,2015,2015-12-21,Perth Scorchers,Adelaide Strikers,Western Australia Cricket Association Ground,Adelaide Strikers,Perth Scorchers,bat,Perth Scorchers,Lose,No,home
897707,2015,2015-12-22,Hobart Hurricanes,Brisbane Heat,"Bellerive Oval, Hobart",Hobart Hurricanes,Hobart Hurricanes,bat,Hobart Hurricanes,Win,Yes,home
897709,2015,2015-12-23,Melbourne Renegades,Sydney Sixers,"Docklands Stadium, Melbourne",Sydney Sixers,Sydney Sixers,field,Melbourne Renegades,Lose,Yes,away
897711,2015,2015-12-26,Perth Scorchers,Brisbane Heat,Western Australia Cricket Association Ground,Perth Scorchers,Brisbane Heat,bat,Perth Scorchers,Win,No,away
897713,2015,2015-12-27,Sydney Sixers,Melbourne Stars,"Sydney Cricket Ground, Sydney",Melbourne Stars,Sydney Sixers,bat,Sydney Sixers,Lose,No,home
897715,2015,2015-12-28,Sydney Thunder,Adelaide Strikers,Sydney Showground Stadium,Sydney Thunder,Adelaide Strikers,bat,Sydney Thunder,Win,No,away
897717,2015,2015-12-29,Brisbane Heat,Hobart Hurricanes,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Hobart Hurricanes,Hobart Hurricanes,bat,Brisbane Heat,Lose,Yes,away
897719,2015,2015-12-30,Melbourne Renegades,Perth Scorchers,"Docklands Stadium, Melbourne",Perth Scorchers,Perth Scorchers,field,Melbourne Renegades,Lose,Yes,away
897721,2015,2015-12-31,Adelaide Strikers,Sydney Sixers,Adelaide Oval,Adelaide Strikers,Adelaide Strikers,field,Adelaide Strikers,Win,Yes,home
897723,2015,2016-01-01,Hobart Hurricanes,Sydney Thunder,"Bellerive Oval, Hobart",Hobart Hurricanes,Sydney Thunder,field,Hobart Hurricanes,Win,No,away
897725,2015,2016-01-02,Melbourne Stars,Melbourne Renegades,Melbourne Cricket Ground,Melbourne Stars,Melbourne Stars,field,Melbourne Stars,Win,Yes,home
897727,2015,2016-01-02,Perth Scorchers,Sydney Sixers,Western Australia Cricket Association Ground,Perth Scorchers,Sydney Sixers,bat,Perth Scorchers,Win,No,away
897729,2015,2016-01-03,Brisbane Heat,Sydney Thunder,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Brisbane Heat,Brisbane Heat,field,Brisbane Heat,Win,Yes,home
897731,2015,2016-01-04,Hobart Hurricanes,Melbourne Renegades,"Bellerive Oval, Hobart",Melbourne Renegades,Melbourne Renegades,field,Hobart Hurricanes,Lose,Yes,away
897733,2015,2016-01-05,Adelaide Strikers,Perth Scorchers,Adelaide Oval,Adelaide Strikers,Adelaide Strikers,bat,Adelaide Strikers,Win,Yes,home
897735,2015,2016-01-06,Melbourne Stars,Hobart Hurricanes,Melbourne Cricket Ground,Melbourne Stars,Melbourne Stars,field,Melbourne Stars,Win,Yes,home
897737,2015,2016-01-07,Sydney Thunder,Perth Scorchers,Sydney Showground Stadium,Perth Scorchers,Sydney Thunder,field,Sydney Thunder,Lose,No,home
897739,2015,2016-01-08,Brisbane Heat,Adelaide Strikers,"Brisbane Cricket Ground, Woolloongabba, Brisbane",Adelaide Strikers,Adelaide Strikers,field,Brisbane Heat,Lose,Yes,away
897741,2015,2016-01-09,Melbourne Renegades,Melbourne Stars,"Docklands Stadium, Melbourne",Melbourne Stars,Melbourne Stars,field,Melbourne Renegades,Lose,Yes,away
897743,2015,2016-01-10,Hobart Hurricanes,Perth Scorchers,"Bellerive Oval, Hobart",Perth Scorchers,Perth Scorchers,bat,Hobart Hurricanes,Lose,Yes,away
897745,2015,2016-01-10,Sydney Sixers,Brisbane Heat,"Sydney Cricket Ground, Sydney",Brisbane Heat,Brisbane Heat,bat,Sydney Sixers,Lose,Yes,away
897747,2015,2016-01-11,Sydney Thunder,Melbourne Renegades,Sydney Showground Stadium,Melbourne Renegades,Sydney Thunder,bat,Sydney Thunder,Lose,No,home
897749,2015,2016-01-13,Adelaide Strikers,Hobart Hurricanes,Adelaide Oval,Adelaide Strikers,Hobart Hurricanes,bat,Adelaide Strikers,Win,No,away
897751,2015,2016-01-14,Melbourne Stars,Brisbane Heat,Melbourne Cricket Ground,Brisbane Heat,Melbourne Stars,field,Melbourne Stars,Lose,No,home
897753,2015,2016-01-16,Sydney Sixers,Sydney Thunder,"Sydney Cricket Ground, Sydney",Sydney Thunder,Sydney Sixers,field,Sydney Sixers,Lose,No,home
897757,2015,2016-01-18,Melbourne Renegades,Adelaide Strikers,"Docklands Stadium, Melbourne",Adelaide Strikers,Melbourne Renegades,field,Melbourne Renegades,Lose,No,home
897759,2015,2016-01-21,Adelaide Strikers,Sydney Thunder,Adelaide Oval,Sydney Thunder,Adelaide Strikers,bat,Adelaide Strikers,Lose,No,home
897761,2015,2016-01-22,Melbourne Stars,Perth Scorchers,Melbourne Cricket Ground,Melbourne Stars,Melbourne Stars,field,Melbourne Stars,Win,Yes,home
897763,2015,2016-01-24,Melbourne Stars,Sydney Thunder,Melbourne Cricket Ground,Sydney Thunder,Sydney Thunder,field,Melbourne Stars,Lose,Yes,away
1023581,2016,2016-12-20,Sydney Thunder,Sydney Sixers,Sydney Showground Stadium,Sydney Sixers,Sydney Sixers,field,Sydney Thunder,Lose,Yes,away
1023583,2016,2016-12-21,Adelaide Strikers,Brisbane Heat,Adelaide Oval,Brisbane Heat,Adelaide Strikers,field,Adelaide Strikers,Lose,No,home
1023585,2016,2016-12-22,Melbourne Renegades,Sydney Thunder,"Docklands Stadium, Melbourne",Melbourne Renegades,Sydney Thunder,field,Melbourne Renegades,Win,No,away
1023587,2016,2016-12-23,Sydney Sixers,Hobart Hurricanes,"Sydney Cricket Ground, Sydney",Hobart Hurricanes,Sydney Sixers,field,Sydney Sixers,Lose,No,home
1023589,2016,2016-12-23,Perth Scorchers,Adelaide Strikers,Western Australia Cricket Association Ground,Perth Scorchers,Adelaide Strikers,field,Perth Scorchers,Win,No,away
1023591,2016,2016-12-26,Hobart Hurricanes,Melbourne Stars,"Bellerive Oval, Hobart",Melbourne Stars,Hobart Hurricanes,bat,Hobart Hurricanes,Lose,No,home
1023593,2016,2016-12-27,Sydney Sixers,Perth Scorchers,"Sydney Cricket Ground, Sydney",Sydney Sixers,Perth Scorchers,bat,Sydney Sixers,Win,No,away
1023595,2016,2016-12-28,Sydney Thunder,Brisbane Heat,Sydney Showground Stadium,Brisbane Heat,Brisbane Heat,field,Sydney Thunder,Lose,Yes,away
1023597,2016,2016-12-29,Melbourne Renegades,Perth Scorchers,"Docklands Stadium, Melbourne",Perth Scorchers,Perth Scorchers,field,Melbourne Renegades,Lose,Yes,away
